;Random Forest;feature_namesRandom Forest;¡rvore de decis„o;feature_names¡rvore de decis„o
83;0.0007424838685634685;Q014_E;0.0006291921126251441;Q014_E
84;8.649658970067216e-05;Q015_A;0.00012757780032716828;Q015_A
85;8.74563191091529e-08;Q015_B;0.0;Q015_B
86;0.0029366005646735533;Q015_C;0.002889749738581914;Q015_C
87;0.0027695660761934875;Q015_D;0.00292114586236958;Q015_D
88;0.0005153700303687322;Q015_E;0.0004928734290571065;Q015_E
89;2.5536724528452778e-05;Q016_A;1.3472419079262521e-05;Q016_A
90;0.00013494856379725142;Q016_B;0.0002756903478936576;Q016_B
91;0.002395537378801062;Q016_C;0.0030010613218999205;Q016_C
92;0.002578315566484153;Q016_D;0.002088820770791191;Q016_D
93;0.00018435336060073786;Q016_E;4.385471681560751e-05;Q016_E
94;0.00018624281476475142;Q017_A;0.0001742061087690387;Q017_A
95;0.0;Q017_B;3.910228522653471e-07;Q017_B
96;0.001174594316568585;Q017_C;0.0010262539074729956;Q017_C
97;0.0011439240648133365;Q017_D;0.000998592118804151;Q017_D
98;0.0;Q017_E;0.0;Q017_E
99;8.860489374028288e-05;Q018_A;5.21363803020488e-07;Q018_A
100;0.0;Q018_B;1.9551142613268302e-07;Q018_B
101;0.002865983141909589;Q019_A;0.002810858896285671;Q019_A
102;0.002728298952121858;Q019_B;0.0028404036516437906;Q019_B
103;4.7216074246945374e-05;Q019_C;0.00010135290341717901;Q019_C
104;0.0;Q019_D;4.821937058050028e-05;Q019_D
105;4.2717463408168305e-07;Q019_E;0.0;Q019_E
106;0.0003001695721965833;Q020_A;0.0007072677591942822;Q020_A
107;0.00043856448831790685;Q020_B;0.0003862860494770624;Q020_B
108;6.110264464488833e-07;Q021_A;0.0;Q021_A
109;0.00010778572767505816;Q021_B;0.00010001285393937772;Q021_B
110;1.6233080252821056e-07;Q022_A;0.0;Q022_A
111;0.0013211163320076427;Q022_B;0.0015426508017749383;Q022_B
112;0.0012014281274075746;Q022_C;0.0008366467625282879;Q022_C
113;0.0020882873124600833;Q022_D;0.0022669788091998736;Q022_D
114;0.0033918656925962442;Q022_E;0.003258015359729876;Q022_E
115;0.0029709467030450197;Q023_A;0.003433426328731603;Q023_A
116;0.0012464709902843805;Q023_B;0.0017612795416320022;Q023_B
117;0.0005562453949346151;Q024_A;0.0007560542519872246;Q024_A
118;0.0034419175363931192;Q024_B;0.004102899274654312;Q024_B
119;0.0037695614083714754;Q024_C;0.0039631608918671395;Q024_C
120;0.0018705750852327635;Q024_D;0.0016286949703751396;Q024_D
121;0.0017748272883188754;Q024_E;0.0009566183053421471;Q024_E
122;0.0018202046146810352;Q025_A;0.0021035376940393103;Q025_A
123;0.004643229219772024;Q025_B;0.004746570599771346;Q025_B
124;0.005200212820301174;Q026_A;0.004396604126136755;Q026_A
125;0.0043823035131891706;Q026_B;0.004618443858232931;Q026_B
126;0.0030502999592478433;Q026_C;0.0026246828503482286;Q026_C
127;0.0017177945330788522;Q026_D;0.0021547130963783553;Q026_D
128;0.0014373730268220097;Q027_A;0.001154404801639056;Q027_A
129;0.0042980877655944116;Q027_B;0.004386618241607074;Q027_B
130;0.0034021470092086502;Q027_C;0.004163618174128114;Q027_C
131;0.0015869674519720313;Q027_D;0.0019319962697418556;Q027_D
132;0.0009551171944232068;Q027_E;0.0008040899350713591;Q027_E
133;0.00028429232013865973;Q027_F;0.00045290644891893115;Q027_F
134;0.0031124423423826387;NU_IDADE;0.0033784035960424457;NU_IDADE
135;0.0026099676687983877;TP_SEXO;0.0020825454019933057;TP_SEXO
136;0.002658307916280001;TP_ESTADO_CIVIL;0.00243162941471327;TP_ESTADO_CIVIL
137;0.0027606005635586817;TP_COR_RACA;0.0031731163081592023;TP_COR_RACA
138;0.00294454176279083;TP_ANO_CONCLUIU;0.0027791102286156867;TP_ANO_CONCLUIU
139;0.000791018259979249;TP_ESCOLA;0.0010827855364694756;TP_ESCOLA
140;0.0030985496763157533;IN_TREINEIRO;0.002879658865008941;IN_TREINEIRO
141;0.0031961632781912315;NU_NOTA_CN;0.0030713828721140365;NU_NOTA_CN
142;0.0015924812538951072;NU_NOTA_CH;0.0011645740341271725;NU_NOTA_CH
143;0.0032381073354240284;NU_NOTA_LC;0.0036090356763280092;NU_NOTA_LC
144;0.0016401156393319749;NU_NOTA_MT;0.0014009346042325184;NU_NOTA_MT
145;4.650223511189918e-05;Q005;3.920767919962279e-05;Q005
