;Random Forest;feature_namesRandom Forest;¡rvore de decis„o;feature_names¡rvore de decis„o
83;0.000739489807419384;Q014_E;0.001325346458150181;Q014_E
84;0.0001401516469405674;Q015_A;0.0001871858335525786;Q015_A
85;7.888264203215454e-07;Q015_B;1.2835076038223977e-06;Q015_B
86;0.0032282359222413686;Q015_C;0.0032079362066601137;Q015_C
87;0.0029640339952494836;Q015_D;0.0029878431356438013;Q015_D
88;0.00046020363215108453;Q015_E;0.00028037355498889614;Q015_E
89;0.0001406455180185163;Q016_A;7.077926516723072e-05;Q016_A
90;4.3605810995540124e-06;Q016_B;5.90475180450333e-09;Q016_B
91;0.003036521525050383;Q016_C;0.002668221536322104;Q016_C
92;0.002318444936046538;Q016_D;0.0034220169319065376;Q016_D
93;8.106840533633796e-05;Q016_E;5.273906676978897e-05;Q016_E
94;9.809281945888881e-06;Q017_A;0.0;Q017_A
95;0.0;Q017_B;0.0;Q017_B
96;0.0013067127293112752;Q017_C;0.0018731360359280054;Q017_C
97;0.0008625895762791158;Q017_D;0.0007630491602904182;Q017_D
98;6.213794823699565e-06;Q017_E;0.0;Q017_E
99;2.269435289526555e-06;Q018_A;1.503841058760451e-06;Q018_A
100;2.76286607408319e-06;Q018_B;0.0;Q018_B
101;0.0029375980288450553;Q019_A;0.002627949126572055;Q019_A
102;0.00279398787819186;Q019_B;0.003281987550060803;Q019_B
103;8.898339048716307e-05;Q019_C;1.5120658249619796e-05;Q019_C
104;0.0;Q019_D;0.0;Q019_D
105;6.323621871904833e-09;Q019_E;0.0;Q019_E
106;0.00028923299347695977;Q020_A;0.0004005817428343111;Q020_A
107;0.0003373629038795038;Q020_B;0.0004288084847715221;Q020_B
108;1.0515134400116287e-07;Q021_A;7.565158252054312e-07;Q021_A
109;2.16741164004873e-07;Q021_B;0.0;Q021_B
110;0.0;Q022_A;0.0;Q022_A
111;0.0012413294404710897;Q022_B;0.0017121317248568588;Q022_B
112;0.0011645447270210026;Q022_C;0.0010187245425554662;Q022_C
113;0.001598310523929675;Q022_D;0.001580577027294094;Q022_D
114;0.0038018525898410515;Q022_E;0.003062000244366288;Q022_E
115;0.0027658985887693095;Q023_A;0.002071290079686199;Q023_A
116;0.0012466155365023217;Q023_B;0.0018986870776111914;Q023_B
117;0.0006548446244441845;Q024_A;0.0006739994536909934;Q024_A
118;0.0034126083349671453;Q024_B;0.0030341761382321857;Q024_B
119;0.0032070240254121153;Q024_C;0.003636807219108437;Q024_C
120;0.0016138624002022847;Q024_D;0.0017529352337573817;Q024_D
121;0.0016601827881893212;Q024_E;0.001818702855117867;Q024_E
122;0.0011353840218536102;Q025_A;0.0011508788233572749;Q025_A
123;0.00388576486146052;Q025_B;0.004597182950342999;Q025_B
124;0.004794029735655382;Q026_A;0.004369910674845106;Q026_A
125;0.004115253846517121;Q026_B;0.004044297129392996;Q026_B
126;0.00298957963658986;Q026_C;0.003608879542356431;Q026_C
127;0.0018215514731645677;Q026_D;0.0015749265894649956;Q026_D
128;0.0016234992162868043;Q027_A;0.0021209738652267895;Q027_A
129;0.004041506990070528;Q027_B;0.00370893521353346;Q027_B
130;0.0032418144604378822;Q027_C;0.0041983496057214405;Q027_C
131;0.002042264838153815;Q027_D;0.0024061432481886887;Q027_D
132;0.0006773343396622636;Q027_E;0.00032086004592230645;Q027_E
133;0.0003862076229029696;Q027_F;0.000648558653247953;Q027_F
134;0.0022901284460137214;NU_IDADE;0.0026074082802454795;NU_IDADE
135;0.0026183697938873024;TP_SEXO;0.00248274731474102;TP_SEXO
136;0.0017176494661248812;TP_ESTADO_CIVIL;0.0017632472127860315;TP_ESTADO_CIVIL
137;0.002330422679119493;TP_COR_RACA;0.0023998136783664093;TP_COR_RACA
138;0.0015886250914029713;TP_ANO_CONCLUIU;0.001980449965603816;TP_ANO_CONCLUIU
139;0.0005258797834080438;TP_ESCOLA;0.00034667224756770767;TP_ESCOLA
140;0.003434613315038664;IN_TREINEIRO;0.0033176388950681727;IN_TREINEIRO
141;0.0027544746671548147;NU_NOTA_CN;0.001964985026174526;NU_NOTA_CN
142;0.0013698754361132972;NU_NOTA_CH;0.0013879867226247406;NU_NOTA_CH
143;0.004767325737671425;NU_NOTA_LC;0.004004594269251101;NU_NOTA_LC
144;0.0017471597648952264;NU_NOTA_REDACAO;0.001527754277525212;NU_NOTA_REDACAO
145;4.2336638721290575e-05;Q005;1.2557959366742602e-06;Q005
